review,rating,cleaned_review,sentiment
my pertamina ok..,4,my pertamina ok,positif
Mau daftar akun aja susah. Udah punya akun TPI nik dan password salah. Mau buat barcode aja susah?????????????????????????????????????????????????????????????????????????????,5,mau daftar akun aja susah udah punya akun tpi nik dan password salah mau buat barcode aja susah,netral
Tidak bermanfaat,1,tidak bermanfaat,netral
Help,5,help,netral
"Kenapa pembayaran E-WALLET hanya ada ovo, saya mohon tambahan pembayaran E-WALLET DANA, sekarang orang Indonesia kebanyakan menggunakan E-WALLET DANA",5,kenapa pembayaran ewallet hanya ada ovo saya mohon tambahan pembayaran ewallet dana sekarang orang indonesia kebanyakan menggunakan ewallet dana,netral
gak ramah,5,gak ramah,netral
mantap...,5,mantap,netral
Oploss terus 👎👎,1,oploss terus,netral
Makin kesini makin gak jelas apk nya,1,makin kesini makin gak jelas apk nya,netral
bagus,5,bagus,netral
Korup,1,korup,netral
cepat,5,cepat,netral
Sarang koruptor,1,sarang koruptor,netral
"Aplikasinya buruk, Respon lama, Pas verifikasi ulang, diminta segera.. Responnya juga kadang tidak sesuai",1,aplikasinya buruk respon lama pas verifikasi ulang diminta segera responnya juga kadang tidak sesuai,netral
Sangat Membantu,5,sangat membantu,netral
auto uninstall krn udh beralih k shell sebeb kasus korupsi pertamina 😏,1,auto uninstall krn udh beralih k shell sebeb kasus korupsi pertamina,netral
Oplosan Pertamax. Korupsi terbesar di indonesia dan di dunia,1,oplosan pertamax korupsi terbesar di indonesia dan di dunia,netral
Lemot,1,lemot,netral
Jgn didownload.. Dirut nya aja di tangkap kpk,1,jgn didownload dirut nya aja di tangkap kpk,netral
"Ini aplikasi gmna sih, di buka aja loadingnya lama bget, benerin dong... Buat barcode jdinya gak bisa.. tolong lah jgn nyusahin masyarakat miskin. Isi minyak harus barcode, TPI aplikasi jelek...",1,ini aplikasi gmna sih di buka aja loadingnya lama bget benerin dong buat barcode jdinya gak bisa tolong lah jgn nyusahin masyarakat miskin isi minyak harus barcode tpi aplikasi jelek,netral
"Aplikasi burik, klo tidak siap. Jgn menggunakan aplikasi ini untuk merepotkan masyarakat",1,aplikasi burik klo tidak siap jgn menggunakan aplikasi ini untuk merepotkan masyarakat,netral
"Oplosan , toilet berbayar toilet kotor",1,oplosan  toilet berbayar toilet kotor,negatif
Aplikasi pertamax rasa pertalite,1,aplikasi pertamax rasa pertalite,netral
oke,5,oke,netral
Susah masuknya,5,susah masuknya,netral
Kirain update terbaru blending 😃😃😃,3,kirain update terbaru blending,netral
Lama banget nunggu verivikasi Pasti nyangkut di korupsi Pertamax padahal pertalite😅,1,lama banget nunggu verivikasi pasti nyangkut di korupsi pertamax padahal pertalite,netral
"banyak sekali spbu yg blm bisa menggunakan my pertamina , jadi harus repot ambil uang cash",1,banyak sekali spbu yg blm bisa menggunakan my pertamina  jadi harus repot ambil uang cash,netral
Good,1,good,positif
"Uninstall saja... Terlanjur kecewa, sudah dioplos semua,..",1,uninstall saja terlanjur kecewa sudah dioplos semua,netral
Semoga bermanfaat dan membantu warga,5,semoga bermanfaat dan membantu warga,netral
pertamina mantap...,4,pertamina mantap,netral
Gimana sih buka appnya aja lama bgt,1,gimana sih buka appnya aja lama bgt,netral
Sangat baik,5,sangat baik,netral
Penipu,1,penipu,netral
oke,5,oke,netral
"Sudah 1 bulan lebih, daftar akun baru selalu ""terjadi kesalahan sistem"". Kapan bisa daftarnya?",1,sudah  bulan lebih daftar akun baru selalu terjadi kesalahan sistem kapan bisa daftarnya,netral
Bagus,5,bagus,netral
Rugi beli Pertamax ternyata oplosan Cok..... Ganti uang kami... Harga minyak dunia turun kenapa harga tidak TURUN.... WOY.... GANTI RUGI UANG KAMI....,1,rugi beli pertamax ternyata oplosan cok ganti uang kami harga minyak dunia turun kenapa harga tidak turun woy ganti rugi uang kami,netral
Korupsi teroosssss 🤣🤣🤣,1,korupsi teroosssss,netral
"gk ada yg salah / kurang dri fitur yg ada di aplikasi ini, cuman kecewa aja padahal slalu isi Pertamax nyata itu produk bahan oplosan, miris bgt ternyata hasil penindakan dri inspeksi nya pun kurang yg ada malah merugikan masyarakat, yg kasian itu pegawai ny kena imbas jga",1,gk ada yg salah  kurang dri fitur yg ada di aplikasi ini cuman kecewa aja padahal slalu isi pertamax nyata itu produk bahan oplosan miris bgt ternyata hasil penindakan dri inspeksi nya pun kurang yg ada malah merugikan masyarakat yg kasian itu pegawai ny kena imbas jga,netral
like,5,like,netral
"Mantap, cuman hati2 beli Pertamax soalnya banyak Oplosan",5,mantap cuman hati beli pertamax soalnya banyak oplosan,netral
Lambat,3,lambat,netral
"Sing baleg maneh jualan teh, premium dijien pertalit , pertalit di jien pertamax , pertamax dijien pertamax turbo, korup we di helaken kalah nyusahken , langka diaya aya maneh mh",1,sing baleg maneh jualan teh premium dijien pertalit  pertalit di jien pertamax  pertamax dijien pertamax turbo korup we di helaken kalah nyusahken  langka diaya aya maneh mh,netral
Aplikasi para tikuss,1,aplikasi para tikuss,netral
Aplikasi gak jelas titik pangkalan lpg gak pas semua,1,aplikasi gak jelas titik pangkalan lpg gak pas semua,netral
"Tidak apa"" mahal berkualitas ? dari pada murah oplosan 😝😝",1,tidak apa mahal berkualitas  dari pada murah oplosan,netral
jadi mudah bgt,5,jadi mudah bgt,netral
Aplikasi riset pasword nya sering eror.. terlalu banyak fitur ga penting diaplikasi. Fokus saja ke tujuan untuk kontrol pengunaan bbm. Terutama yg bersubsidi. Di kalimantan barat kabupaten sekadau sejak pakai barcode.. pom bensin.. malah sering cepat habis dan kosong.. makin aneh.. apalah aplikasi ini di korupsi juga wahai pertamina ???,1,aplikasi riset pasword nya sering eror terlalu banyak fitur ga penting diaplikasi fokus saja ke tujuan untuk kontrol pengunaan bbm terutama yg bersubsidi di kalimantan barat kabupaten sekadau sejak pakai barcode pom bensin malah sering cepat habis dan kosong makin aneh apalah aplikasi ini di korupsi juga wahai pertamina,netral
Aplikasi nyusahin rakyat...,1,aplikasi nyusahin rakyat,netral
Tak beri 3 bintang dulu karena saya belum menerima pinklam untuk kode barcode katanya paling lambat 14 hari kerja kok sampai saat ini belum ada kaber gimana ini ...,3,tak beri  bintang dulu karena saya belum menerima pinklam untuk kode barcode katanya paling lambat  hari kerja kok sampai saat ini belum ada kaber gimana ini,netral
Dari 2016 beli sepeda motor vario selalu isi pertamax ternyata selama ini oplosan pertalite. Mana tanggung jawabmu pertamina? Kita beli bbm non subsidi sesuai anjuran pemerintah . Malah kena tipu oplosan,1,dari  beli sepeda motor vario selalu isi pertamax ternyata selama ini oplosan pertalite mana tanggung jawabmu pertamina kita beli bbm non subsidi sesuai anjuran pemerintah  malah kena tipu oplosan,netral
Dapat lihat yg baru dr pertamina,5,dapat lihat yg baru dr pertamina,netral
Bagus,5,bagus,netral
Bensin oplosan,1,bensin oplosan,netral
"Terlalu banyak dikorupsi, jadi gini deh nasibnya",1,terlalu banyak dikorupsi jadi gini deh nasibnya,netral
Ga usah ada aplikasi mypertamina kalau laporan yang laporkan lewat email tidak ditindak itu karyawan di 2 SPBU yang menolak isi BBM jenis pertalite untuk kendaraan bermotor roda 2 motor beat fi dengan pembayaran tidak bisa menggunakan uang digital ( QRIS ) dengan alasan berbagai macam harus minimal 50 ribu isi baru dilayani pengisian,1,ga usah ada aplikasi mypertamina kalau laporan yang laporkan lewat email tidak ditindak itu karyawan di  spbu yang menolak isi bbm jenis pertalite untuk kendaraan bermotor roda  motor beat fi dengan pembayaran tidak bisa menggunakan uang digital  qris  dengan alasan berbagai macam harus minimal  ribu isi baru dilayani pengisian,negatif
ko sekarang mah susah yah upload bpkb dan stnk sama poto mobil,3,ko sekarang mah susah yah upload bpkb dan stnk sama poto mobil,netral
"Beli subsidi pakai barcode antri kek ular tangga, beli pertamax malah di oplos.. Yg bener aja, rugi dong",1,beli subsidi pakai barcode antri kek ular tangga beli pertamax malah di oplos yg bener aja rugi dong,netral
Aplikasi kurang responsif. Metode memasukan foto harus kamera langsung tidak dapat menggunakan pilih galeri dan sering melakukan blokir tidak jelas,1,aplikasi kurang responsif metode memasukan foto harus kamera langsung tidak dapat menggunakan pilih galeri dan sering melakukan blokir tidak jelas,netral
"Krn pak ahok sy instal pak, smngatt pak bt basmi mafia di pertamina",5,krn pak ahok sy instal pak smngatt pak bt basmi mafia di pertamina,netral
Ruwet,1,ruwet,netral
Kartu debit bca dong,1,kartu debit bca dong,netral
"Sudah daftar barcode lewat web alhamdullilah bisa,, pengen dowload lag1 barcode lewat aplikasi mypertamina malah keterangannya suruh daftar ulang karena sudah terdaftar transportasi online.. aneh banget aplikasinya",1,sudah daftar barcode lewat web alhamdullilah bisa pengen dowload lag barcode lewat aplikasi mypertamina malah keterangannya suruh daftar ulang karena sudah terdaftar transportasi online aneh banget aplikasinya,netral
Udah bolak balik ku install gak bisa2 terbuka apps nya.,1,udah bolak balik ku install gak bisa terbuka apps nya,netral
Aplikasi ga jelas,1,aplikasi ga jelas,netral
"Menggunakan aplikasi ini bisa dapat poin untuk ditukarkan merchandise dan undian. Tp akhir2 ni server lemot banget, Pas mau bayar, buka aplikasi loading terus, padahal buka internet yt aman, mau kali jd bikin antrian di spbu",1,menggunakan aplikasi ini bisa dapat poin untuk ditukarkan merchandise dan undian tp akhir ni server lemot banget pas mau bayar buka aplikasi loading terus padahal buka internet yt aman mau kali jd bikin antrian di spbu,netral
"Klo buat aplikasi itu yg benar, jgn mempersulit orang, masak kalah sama aplikasi lain l,yg muda d unggah & tdk ribet & tdk gobloooook tolooool",1,klo buat aplikasi itu yg benar jgn mempersulit orang masak kalah sama aplikasi lain lyg muda d unggah  tdk ribet  tdk gobloooook tolooool,netral
Dzolim,1,dzolim,netral
Korupsi di gedein,1,korupsi di gedein,netral
Aplikasi sama jajaran nya gak jelas....dari tingkat stasiun sampai petinggi pertamina culas.,1,aplikasi sama jajaran nya gak jelasdari tingkat stasiun sampai petinggi pertamina culas,netral
Sekelas Pertamina buat Aplikasi murahan shg sulit digunakan. Apa masih merasa kurang cara untuk menyusahkan rakyat,1,sekelas pertamina buat aplikasi murahan shg sulit digunakan apa masih merasa kurang cara untuk menyusahkan rakyat,netral
"Aplikasi koq ribet, masak setiap isi foto terus di ulang dari awal pengisian. Menghabiskan waktu, mau isi bensin aja di persulit. Tolong di fix masa yg giniin gak mampu fix",1,aplikasi koq ribet masak setiap isi foto terus di ulang dari awal pengisian menghabiskan waktu mau isi bensin aja di persulit tolong di fix masa yg giniin gak mampu fix,netral
Ok,5,ok,positif
"Aplikasi gondes, minta upload poto tapi aplikasi tdk bisa baca.. Tim IT nya kl aplikasi blm siap jgn diluncurkan, bikin pengguna kecewa",1,aplikasi gondes minta upload poto tapi aplikasi tdk bisa baca tim it nya kl aplikasi blm siap jgn diluncurkan bikin pengguna kecewa,netral
"Aplikasi semakin bobrok, mau foto stnk malah kembali lagi ke menu utama",2,aplikasi semakin bobrok mau foto stnk malah kembali lagi ke menu utama,netral
"Selesai di update malah gak bisa dibuka, data kendaraan yg sudah didaftar juga gak ada",1,selesai di update malah gak bisa dibuka data kendaraan yg sudah didaftar juga gak ada,netral
okay,5,okay,positif
kerja nya korup terusssssss,1,kerja nya korup terusssssss,netral
Kenapa tidak bisa daftar barcode pakai scan BPKB?,1,kenapa tidak bisa daftar barcode pakai scan bpkb,netral
Oplosan,1,oplosan,netral
Kocak Barcodeku dibobol orang dan diganti passnya,1,kocak barcodeku dibobol orang dan diganti passnya,netral
Tolong sistemnya di perbaiki giliran mau daftar di bilang ada kesalahan dalam sistem giliran gk daftar gk bisa nyari pertalet tolong kalo buat apk yg paten,2,tolong sistemnya di perbaiki giliran mau daftar di bilang ada kesalahan dalam sistem giliran gk daftar gk bisa nyari pertalet tolong kalo buat apk yg paten,netral
Penipuan,1,penipuan,netral
"Verifikasi data tidak berhasil karena stnk masih dalam proses pembuatan di kapolda jateng katanya bahan kertas nya habis dan disuruh ambil 4 bulan lagi, otomatis saya tidak bisa menginput data yg baru, masak saya 4 bulan gak bisa isi bensin. Masukan saya Tolong buat pertamina buatin fitur upload stnk yg belum jadi biar orang-orang seperti saya bisa mengupload data dan di gunakan buat pengsian bensin.",1,verifikasi data tidak berhasil karena stnk masih dalam proses pembuatan di kapolda jateng katanya bahan kertas nya habis dan disuruh ambil  bulan lagi otomatis saya tidak bisa menginput data yg baru masak saya  bulan gak bisa isi bensin masukan saya tolong buat pertamina buatin fitur upload stnk yg belum jadi biar orangorang seperti saya bisa mengupload data dan di gunakan buat pengsian bensin,netral
sering ga bisa di akses,1,sering ga bisa di akses,netral
Baru coba aplikasi may pertamina semoga bermanfaat,4,baru coba aplikasi may pertamina semoga bermanfaat,netral
Cucok,5,cucok,netral
Busuk,1,busuk,netral
Kenapa truck canter yg memiliki 6 roda terbaca hanya memiliki 4 roda. Tolong untuk sistem di perbaiki agar semua data bisa sama,3,kenapa truck canter yg memiliki  roda terbaca hanya memiliki  roda tolong untuk sistem di perbaiki agar semua data bisa sama,netral
Oplosannn huuuuu👎,1,oplosannn huuuuu,netral
Tolonglah siapkan dulu aplikasi nya baru diluncurkan! Habis uang negara ini utk aplikasi busuk macam ini. 1 jam stuck di logo gk masuk2!,1,tolonglah siapkan dulu aplikasi nya baru diluncurkan habis uang negara ini utk aplikasi busuk macam ini  jam stuck di logo gk masuk,netral
Oplosan,1,oplosan,netral
Rekam pembelian BBM kita gak terekam ya? Buat apa ada barcode?,4,rekam pembelian bbm kita gak terekam ya buat apa ada barcode,netral
Percuma ada aplikasi kalau bayar pakai Qris aja gak ada yang bisa mulai dari malang kota sampai ke malang kabupaten bagian selatan gak ada yang menerima pembayaran Qris padahal beli Pertamax iya kalau pertalite subsidi bayar cash tapi Pertamax kan seharusnya dapat tambahan fasilitas bayar Qris atau debit,2,percuma ada aplikasi kalau bayar pakai qris aja gak ada yang bisa mulai dari malang kota sampai ke malang kabupaten bagian selatan gak ada yang menerima pembayaran qris padahal beli pertamax iya kalau pertalite subsidi bayar cash tapi pertamax kan seharusnya dapat tambahan fasilitas bayar qris atau debit,netral
perusahaan ini merugikan rakyat Indonesia karna perusahaan yang sangat licik bagi rakyatnya,1,perusahaan ini merugikan rakyat indonesia karna perusahaan yang sangat licik bagi rakyatnya,netral
"Penipu, harga pertamax kualitas bensin ternyata oplosan pertalite. Sudah merugikan seluruh rakyat indonesia.",1,penipu harga pertamax kualitas bensin ternyata oplosan pertalite sudah merugikan seluruh rakyat indonesia,netral
"Wajib, tp LEMOT!!!!!!!!!!! Login aja susah!!!!!!!!! Aplikasi nyusahin, Login dan tetap Login gitu ga bisa yah? Hrs ngisi2 lagi? Bego bener ni App",1,wajib tp lemot login aja susah aplikasi nyusahin login dan tetap login gitu ga bisa yah hrs ngisi lagi bego bener ni app,netral
Hedeh,1,hedeh,netral
"Saya pas daftar malah aplikasi error tengah jalan pas bagian upload stnk, dicoba ulang tdk bisa karena kendaraan sudah kedaftar. Aplikasi beta ini nih",1,saya pas daftar malah aplikasi error tengah jalan pas bagian upload stnk dicoba ulang tdk bisa karena kendaraan sudah kedaftar aplikasi beta ini nih,netral
"ADIDAYA tp tak BERDAYA, pertamax samoah",1,adidaya tp tak berdaya pertamax samoah,netral
proses verifikasi nya lama👎 menghambat aktivitas saya,1,proses verifikasi nya lama menghambat aktivitas saya,netral
Sangat membaging kan . Mau isi bensin pas di cek baecod lagi tran saksi padahal saya tidak isi bensin dari kemarin . Mem Bagong kan sekali,1,sangat membaging kan  mau isi bensin pas di cek baecod lagi tran saksi padahal saya tidak isi bensin dari kemarin  mem bagong kan sekali,netral
semoga lebih baik lagi 👍,5,semoga lebih baik lagi,netral
Bensin oplosan,1,bensin oplosan,netral
"Toling tambahkan DANA, biar bisa tertutup keDANA, masak cuma ovo sama GOPAY aja. trus bank cuma 3 aja,tambah donk bank yg lain kayak BSI atau bank2 lainnya",3,toling tambahkan dana biar bisa tertutup kedana masak cuma ovo sama gopay aja trus bank cuma  ajatambah donk bank yg lain kayak bsi atau bank lainnya,netral
Ini kebijakannya bagus BBM di batasi pengambilan dan tercatat . Tapi tolong gak korupsinya tuh !! kerja benar dikasih amanah tuh.,1,ini kebijakannya bagus bbm di batasi pengambilan dan tercatat  tapi tolong gak korupsinya tuh  kerja benar dikasih amanah tuh,netral
"Mau coba bayar aplikasi, tpi hubungkan metode pembayaran susah terutama metode kartu kredit. Pda hal sudah ada tagihan di kartu kredit tpi msh di tolak, dan saya coba 2 kali. Artinya 2.000 saya di ambil tpi tak bisa pakai metode kartu kredit. Di lapangan saya mau bayar pakai kartu kredit jga di blg tak bisa, cuma bisa bca, bri, dll. Yg mana itu kartu DEBIT bukan KREDIT!!!",1,mau coba bayar aplikasi tpi hubungkan metode pembayaran susah terutama metode kartu kredit pda hal sudah ada tagihan di kartu kredit tpi msh di tolak dan saya coba  kali artinya  saya di ambil tpi tak bisa pakai metode kartu kredit di lapangan saya mau bayar pakai kartu kredit jga di blg tak bisa cuma bisa bca bri dll yg mana itu kartu debit bukan kredit,netral
